TICKET,ITEM,IDPRODUCTO,NOMPRRODUCTO,FECHAVENTA,CANTIDAD,IDTAMAÑO,DESCTAMAÑO,PRECIO,COSTOUNITARIO,DESCTIPO,IDLOCAL,NOMLOCAL,DESCTIPOLOCAL,IDCIUDAD,NOMCIUDAD,TOTALVENTA,TOTALCOSTO,AÑO,MES
34155,1,C003,CONFORT NEW YORK,16/08/2020,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,08-AGO
34359,1,C003,CONFORT NEW YORK,18/08/2020,1,28N,28 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,08-AGO
34374,1,C003,CONFORT NEW YORK,18/08/2020,1,23M,23 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,08-AGO
34987,1,C003,CONFORT NEW YORK,23/08/2020,1,23M,23 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,08-AGO
34987,2,C003,CONFORT NEW YORK,23/08/2020,1,29N,29 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,08-AGO
35201,1,C003,CONFORT NEW YORK,24/08/2020,1,19M,19 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2020,08-AGO
35787,1,C003,CONFORT NEW YORK,29/08/2020,1,23N,23 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,08-AGO
36176,1,C003,CONFORT NEW YORK,02/09/2020,1,19M,19 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,09-SEP
37540,1,C003,CONFORT NEW YORK,14/09/2020,1,18N,18 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,09-SEP
38660,1,C003,CONFORT NEW YORK,22/09/2020,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,09-SEP
38780,1,C003,CONFORT NEW YORK,23/09/2020,1,23N,23 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,09-SEP
38848,1,C003,CONFORT NEW YORK,24/09/2020,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,09-SEP
40435,1,C003,CONFORT NEW YORK,09/10/2020,1,27N,27 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,10-OCT
40640,1,C003,CONFORT NEW YORK,11/10/2020,1,22N,22 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,10-OCT
40711,1,C003,CONFORT NEW YORK,11/10/2020,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,10-OCT
40719,1,C003,CONFORT NEW YORK,12/10/2020,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2020,10-OCT
40911,1,C003,CONFORT NEW YORK,13/10/2020,1,29N,29 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,10-OCT
41074,1,C003,CONFORT NEW YORK,15/10/2020,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,10-OCT
41158,1,C003,CONFORT NEW YORK,16/10/2020,1,22N,22 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,10-OCT
41274,1,C003,CONFORT NEW YORK,18/10/2020,1,19N,19 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,10-OCT
41428,1,C003,CONFORT NEW YORK,19/10/2020,1,28M,28 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2020,10-OCT
41485,1,C003,CONFORT NEW YORK,19/10/2020,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,10-OCT
41838,1,C003,CONFORT NEW YORK,23/10/2020,1,19M,19 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,10-OCT
41933,1,C003,CONFORT NEW YORK,24/10/2020,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,10-OCT
42642,1,C003,CONFORT NEW YORK,01/11/2020,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,11-NOV
43392,1,C003,CONFORT NEW YORK,08/11/2020,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,11-NOV
44276,2,C003,CONFORT NEW YORK,16/11/2020,1,27N,27 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,11-NOV
44615,1,C003,CONFORT NEW YORK,18/11/2020,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,11-NOV
45145,1,C003,CONFORT NEW YORK,22/11/2020,1,23N,23 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,11-NOV
45837,1,C003,CONFORT NEW YORK,30/11/2020,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,11-NOV
45957,1,C003,CONFORT NEW YORK,01/12/2020,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,12-DIC
46379,1,C003,CONFORT NEW YORK,03/12/2020,1,30M,30 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,12-DIC
46943,1,C003,CONFORT NEW YORK,08/12/2020,1,19N,19 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2020,12-DIC
47226,1,C003,CONFORT NEW YORK,10/12/2020,1,28M,28 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,12-DIC
48305,1,C003,CONFORT NEW YORK,16/12/2020,1,30M,30 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,12-DIC
48503,1,C003,CONFORT NEW YORK,18/12/2020,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,12-DIC
48671,1,C003,CONFORT NEW YORK,20/12/2020,1,22N,22 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2020,12-DIC
48835,1,C003,CONFORT NEW YORK,21/12/2020,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,12-DIC
49675,2,C003,CONFORT NEW YORK,29/12/2020,1,23M,23 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2020,12-DIC
50131,1,C003,CONFORT NEW YORK,02/01/2021,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,01-ENE
50844,1,C003,CONFORT NEW YORK,09/01/2021,1,23N,23 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,01-ENE
51465,1,C003,CONFORT NEW YORK,14/01/2021,1,29N,29 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,01-ENE
51473,1,C003,CONFORT NEW YORK,14/01/2021,1,29M,29 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,01-ENE
51679,1,C003,CONFORT NEW YORK,15/01/2021,1,20M,20 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,01-ENE
52144,1,C003,CONFORT NEW YORK,20/01/2021,1,26M,26 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,01-ENE
52213,1,C003,CONFORT NEW YORK,20/01/2021,1,26M,26 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,01-ENE
52645,1,C003,CONFORT NEW YORK,24/01/2021,1,30N,30 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,01-ENE
53047,1,C003,CONFORT NEW YORK,27/01/2021,1,30M,30 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,01-ENE
53364,1,C003,CONFORT NEW YORK,29/01/2021,1,21N,21 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,01-ENE
53987,1,C003,CONFORT NEW YORK,03/02/2021,1,20M,20 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,02-FEB
54022,1,C003,CONFORT NEW YORK,04/02/2021,1,28M,28 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,02-FEB
54173,1,C003,CONFORT NEW YORK,05/02/2021,1,22M,22 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,02-FEB
54181,1,C003,CONFORT NEW YORK,05/02/2021,1,28N,28 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,02-FEB
55347,1,C003,CONFORT NEW YORK,13/02/2021,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,02-FEB
55358,1,C003,CONFORT NEW YORK,14/02/2021,1,28M,28 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,02-FEB
56466,1,C003,CONFORT NEW YORK,22/02/2021,1,26M,26 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,02-FEB
56538,1,C003,CONFORT NEW YORK,23/02/2021,1,29M,29 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,02-FEB
57046,3,C003,CONFORT NEW YORK,28/02/2021,2,29N,29 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $3,362.00 ", $792.00 ,2021,02-FEB
57404,1,C003,CONFORT NEW YORK,03/03/2021,1,30M,30 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,03-MAR
57683,1,C003,CONFORT NEW YORK,03/03/2021,1,22M,22 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,03-MAR
58532,1,C003,CONFORT NEW YORK,11/03/2021,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,03-MAR
58943,1,C003,CONFORT NEW YORK,14/03/2021,1,21M,21 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,03-MAR
59230,1,C003,CONFORT NEW YORK,17/03/2021,1,23N,23 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,03-MAR
60129,1,C003,CONFORT NEW YORK,27/03/2021,1,22M,22 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,03-MAR
61281,1,C003,CONFORT NEW YORK,04/04/2021,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,04-ABR
61315,1,C003,CONFORT NEW YORK,05/04/2021,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,04-ABR
61621,1,C003,CONFORT NEW YORK,08/04/2021,1,24M,24 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,04-ABR
62039,1,C003,CONFORT NEW YORK,13/04/2021,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,04-ABR
63562,1,C003,CONFORT NEW YORK,22/04/2021,3,20N,20 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $5,043.00 "," $1,188.00 ",2021,04-ABR
63906,1,C003,CONFORT NEW YORK,25/04/2021,1,28N,28 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,04-ABR
63963,1,C003,CONFORT NEW YORK,26/04/2021,1,28N,28 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,04-ABR
64030,1,C003,CONFORT NEW YORK,26/04/2021,1,18N,18 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,04-ABR
64294,1,C003,CONFORT NEW YORK,29/04/2021,1,26N,26 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,04-ABR
64748,2,C003,CONFORT NEW YORK,04/05/2021,1,22M,22 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,05-MAY
65056,1,C003,CONFORT NEW YORK,06/05/2021,1,21M,21 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,05-MAY
65687,1,C003,CONFORT NEW YORK,13/05/2021,1,29N,29 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,05-MAY
65694,1,C003,CONFORT NEW YORK,13/05/2021,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,05-MAY
66207,1,C003,CONFORT NEW YORK,18/05/2021,1,19N,19 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,05-MAY
66580,1,C003,CONFORT NEW YORK,21/05/2021,1,20N,20 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,05-MAY
67531,1,C003,CONFORT NEW YORK,29/05/2021,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,05-MAY
68222,1,C003,CONFORT NEW YORK,05/06/2021,1,22N,22 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,06-JUN
68289,1,C003,CONFORT NEW YORK,05/06/2021,1,30M,30 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,06-JUN
68788,1,C003,CONFORT NEW YORK,08/06/2021,1,19M,19 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,06-JUN
68976,1,C003,CONFORT NEW YORK,09/06/2021,1,24M,24 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,06-JUN
69024,1,C003,CONFORT NEW YORK,09/06/2021,1,28N,28 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,06-JUN
69703,1,C003,CONFORT NEW YORK,16/06/2021,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,06-JUN
69968,1,C003,CONFORT NEW YORK,18/06/2021,1,18M,18 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,06-JUN
70112,1,C003,CONFORT NEW YORK,20/06/2021,1,22M,22 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,06-JUN
70693,1,C003,CONFORT NEW YORK,25/06/2021,1,26M,26 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,06-JUN
71066,1,C003,CONFORT NEW YORK,30/06/2021,1,22N,22 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,06-JUN
71092,1,C003,CONFORT NEW YORK,30/06/2021,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,06-JUN
71293,1,C003,CONFORT NEW YORK,01/07/2021,1,28N,28 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,14,PABELLON,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,07-JUL
71546,1,C003,CONFORT NEW YORK,03/07/2021,1,20M,20 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,15,CENTRO MAGNO,ESTÁNDAR,GDL,GUADALAJARA," $1,681.00 ", $396.00 ,2021,07-JUL
71811,1,C003,CONFORT NEW YORK,06/07/2021,1,25N,25 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,07-JUL
72120,1,C003,CONFORT NEW YORK,08/07/2021,1,24N,24 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,07-JUL
74136,1,C003,CONFORT NEW YORK,22/07/2021,1,22N,22 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,07-JUL
74403,1,C003,CONFORT NEW YORK,23/07/2021,1,20N,20 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,07-JUL
74937,1,C003,CONFORT NEW YORK,28/07/2021,1,20M,20 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,07-JUL
75204,1,C003,CONFORT NEW YORK,30/07/2021,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,07-JUL
75210,1,C003,CONFORT NEW YORK,30/07/2021,1,29M,29 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,07-JUL
75640,1,C003,CONFORT NEW YORK,03/08/2021,1,21M,21 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,08-AGO
75656,1,C003,CONFORT NEW YORK,03/08/2021,1,29M,29 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,5,COYOACAN,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,08-AGO
76033,1,C003,CONFORT NEW YORK,07/08/2021,1,18N,18 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,8,BUENAVISTA,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,08-AGO
76918,1,C003,CONFORT NEW YORK,13/08/2021,1,27M,27 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,10,IZCALI,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,08-AGO
77208,1,C003,CONFORT NEW YORK,15/08/2021,1,30M,30 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,4,PLAZA FIESTA,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,08-AGO
77675,1,C003,CONFORT NEW YORK,20/08/2021,1,26N,26 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,08-AGO
78015,1,C003,CONFORT NEW YORK,23/08/2021,1,29M,29 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,2,CITADEL,ESTÁNDAR,MTY,MONTERREY," $1,681.00 ", $396.00 ,2021,08-AGO
78874,1,C003,CONFORT NEW YORK,29/08/2021,1,25M,25 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,08-AGO
78913,1,C003,CONFORT NEW YORK,29/08/2021,1,23N,23 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,7,UNIVERSIDAD,ESTÁNDAR,CMX,CIUDAD DE MÉXICO," $1,681.00 ", $396.00 ,2021,08-AGO
79290,1,C003,CONFORT NEW YORK,01/09/2021,1,24M,24 Y MEDIO," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,09-SEP
79376,1,C003,CONFORT NEW YORK,02/09/2021,1,18N,18 NORMAL," $1,681.00 ", $396.00 ,CABALLERO,19,ANGELOPOLIS,ESTÁNDAR,PUE,PUEBLA," $1,681.00 ", $396.00 ,2021,09-SEP
